key	description	normative	pronoun	plural	pluralHonorific	pronounceable	history	thirdForm	smallForm	sourcesInfo
그	표준 "그"	TRUE	그	FALSE	FALSE	TRUE
그녀	표준 "그녀"	TRUE	그녀	FALSE	FALSE	TRUE
그이	표준 "그이"	TRUE	그이	FALSE	FALSE	TRUE
