key	description	normative	pronoun_nominative	pronoun_object	possessive	plural	pluralHonorific	pronounceable	history	thirdForm	smallForm	sourcesInfo
han,han/honom	Normative “han/honom”	TRUE	han	honom	hans	FALSE	FALSE	TRUE
hon,hon/henne	Normative “hon/henne"	TRUE	hon	henne	hennes	FALSE	FALSE	TRUE
de,de/dem	Singular “de/dem"	TRUE	de	dem	deras	TRUE	TRUE	TRUE
den,den/den	Personal “den"	TRUE	den	den	dess	FALSE	FALSE	TRUE
det,det/det	Personal “det"	TRUE	det	det	dess	FALSE	FALSE	TRUE
hen,hen/henom	Neopronoun "hen/henom"	FALSE	hen	henom	hens	FALSE	FALSE	TRUE	Based on the Finnish pronoun "hän".
