name	count
DAGMARA	31723
SARA	30962
MALWINA	30097
HALYNA	27954
ELIZA	27710
CECYLIA	27481
ŻANETA	27136
MARYNA	26771
ZDZISŁAWA	26184
SOFIIA	25873
KLARA	25510
RÓŻA	25272
KAJA	24940
VALENTYNA	24848
LEOKADIA	24757
BLANKA	24233
NADIIA	23451
ANASTAZJA	23401
BERNADETA	22943
BRONISŁAWA	22236
EUGENIA	22041
JULITA	21800
OLEKSANDRA	21633
ALDONA	21069
ROZALIA	20544
VIOLETTA	20517
DANIELA	20067
LILIANNA	19439
INNA	19216
MAGDA	18330
CELINA	17712
YANA	17493
MATYLDA	17036
LIUBOV	17033
ADRIANA	16170
HONORATA	16126
VERONIKA	15775
NELA	15560
PAULA	15441
LARYSA	15119
BRYGIDA	14544
AURELIA	14510
VALERIIA	14463
IZABELLA	14438
KALINA	13984
ALLA	13698
MARIKA	13342
GERTRUDA	13188
MIECZYSŁAWA	13188
SONIA	12832
BOŻENNA	12650
ELWIRA	12596
LILIIA	12388
MARZANNA	12383
OLIVIA	12310
TAMARA	12274
ANDŻELIKA	11819
POLINA	11539
ALONA	11520
ARLETA	11289
TATIANA	11103
YELYZAVETA	11080
LUIZA	10849
KHRYSTYNA	10303
VICTORIA	10145
ADELA	9781
JUDYTA	9756
MIA	9600
NICOLE	9500
FRANCISZKA	9361
IVANNA	9334
MARIANA	9189
NICOLA	9040
NATASZA	9003
LIWIA	8869
JOWITA	8731
VIRA	8492
VANESSA	8411
ALFREDA	8366
YEVHENIIA	8331
APOLONIA	8036
ROMANA	7941
MELANIA	7862
INGA	7857
JESSICA	7661
ANHELINA	7609
ELENA	7551
DARYNA	7484
ADA	7467
ELEONORA	7374
MARZENNA	7320
JULIANNA	7307
ESTERA	7231
BIANKA	7046
LUDWIKA	7034
MARHARYTA	7006
LESIA	6958
MILANA	6851
SOFIA	6769
BERNADETTA	6619
ZENONA	6585
WACŁAWA	6387
KARYNA	6276
ZLATA	6249
KIRA	6240
ULIANA	6189
ALISA	6130
DONATA	6084
WALENTYNA	6063
LUDMIŁA	6054
ANETTA	6038
YEVA	5971
LIDIIA	5924
MAYA	5913
OLESIA	5905
FELICJA	5903
LILIA	5888
RITA	5855
IDA	5731
HILDEGARDA	5683
ZENOBIA	5649
EMMA	5614
AMANDA	5561
ROMUALDA	5515
KSENIIA	5430
MYROSLAVA	5369
OTYLIA	5369
KRISTINA	5289
ARINA	5256
GIZELA	5242
RUSLANA	5127
IRMINA	5074
ALBINA	5043
DARIIA	4896
VITA	4877
VIKTORIA	4833
LILLA	4715
SŁAWOMIRA	4706
BERNARDA	4599
ALENA	4586
ERYKA	4581
PELAGIA	4536
ANGELINA	4536
GAJA	4468
SOLOMIIA	4456
ANASTASIYA	4362
YULIYA	4338
LONGINA	4285
WALERIA	4149
RYSZARDA	4124
VLADYSLAVA	4114
KAMILLA	4063
TEODOZJA	4048
TEODORA	3970
IRINA	3910
ALEXANDRA	3894
ZHANNA	3880
RAISA	3838
MIRELA	3832
TATSIANA	3791
ADELAJDA	3732
ZOJA	3725
LILA	3713
VARVARA	3700
VOLHA	3654
FAUSTYNA	3625
ANZHELA	3616
KATSIARYNA	3559
NATALIYA	3496
MARINA	3492
MARIYA	3464
BOHDANA	3440
SAMANTA	3435
ANASTASIA	3413
OLIMPIA	3386
NATALLIA	3368
EVA	3349
KSENIA	3238
MARCELA	3195
MARYLA	3193
JAGNA	3146
GALYNA	3075
LUCJA	3028
YAROSLAVA	3019
NEL	3000
SNIZHANA	2997
ZYTA	2966
OKTAWIA	2952
KONSTANCJA	2914
DARYA	2893
PAMELA	2796
LEONARDA	2758
ZORIANA	2749
FELIKSA	2716
EMILIIA	2707
WANESSA	2702
NOEMI	2692
CLAUDIA	2673
TETYANA	2642
NIKOL	2604
SOPHIE	2559
EVELINA	2545
EMILY	2542
BOGNA	2510
MARYIA	2497
IULIIA	2492
MIRELLA	2474
ANZHELIKA	2440
STELLA	2391
INEZ	2374
LEA	2364
GANNA	2344
MICHELLE	2288
ZINAIDA	2284
TOLA	2272
KRZYSZTOFA	2270
ZOIA	2237
NELIA	2187
SARAH	2171
OLA	2169
JAŚMINA	2159
VALENTINA	2147
BOLESŁAWA	2144
SVETLANA	2126
NADZIEJA	2122
ANGELA	2118
EDWARDA	2098
MILA	2088
VIKTORYIA	2082
ELFRYDA	2064
LIUDMILA	2056
GALINA	2044
MIRIAM	1990
ANA	1971
SALOMEA	1965
SVIATLANA	1957
TAISIIA	1952
INES	1947
LARA	1936
NATALIE	1888
EDELTRAUDA	1872
ANTONIA	1831
VITALINA	1791
LINA	1782
MARIETTA	1774
IZA	1773
ROMA	1773
SOPHIA	1758
VASYLYNA	1756
ALIAKSANDRA	1742
ARLETTA	1717
MAIIA	1712
ADELINA	1705
KLEMENTYNA	1705
ERIKA	1704
MANUELA	1695
ELINA	1674
KLAUDYNA	1642
VERONICA	1640
AMINA	1615
MARGARITA	1569
RUTA	1568
NADIYA	1563
GRETA	1552
YANINA	1544
SOFIYA	1542
LIVIA	1534
WIERA	1519
LYUDMYLA	1514
HELGA	1512
JANA	1505
ANDREA	1490
NIKA	1489
FLORENTYNA	1477
MARTINA	1466
ALA	1443
GERDA	1419
GLORIA	1403
KSENIYA	1401
ROKSOLANA	1386
LYUBOV	1380
DOBROSŁAWA	1373
EKATERINA	1351
ISABELLA	1340
MIRA	1335
YARYNA	1332
MALINA	1325
INA	1319
LINDA	1308
EULALIA	1304
VALERIA	1298
IRMGARDA	1292
VIKTORIYA	1288
KATERINA	1285
JENNIFER	1281
JAROSŁAWA	1279
YELIZAVETA	1278
BERNARDYNA	1277
NICOL	1276
PATRICIA	1270
SABRINA	1255
ELLA	1237
VIOLETA	1233
ARIANA	1231
VERANIKA	1221
ELVIRA	1220
DINA	1218
HANNAH	1214
BOGDANA	1209
WANESA	1207
MARCJANNA	1205
ELIZABETH	1189
MAJKA	1181
HANKA	1181
TEOFILA	1170
DŻESIKA	1169
ERNA	1168
MARITA	1152
LUDMILA	1149
SIMONA	1148
ANDRIANA	1141
GABRIELLA	1131
ANIKA	1130
LARISA	1127
VALERYIA	1126
DANA	1122
PALINA	1121
WIRGINIA	1118
VERA	1114
LUBA	1114
LIANA	1110
TAMILA	1105
ALICE	1099
LILY	1089
ALESIA	1085
CARMEN	1081
DAJANA	1072
VLADA	1070
CAROLINE	1067
YULIANA	1066
NAOMI	1051
EMANUELA	1043
YULIA	1039
BALBINA	1033
DALIA	1023
NIKOLETTA	1020
ALICIA	1019
LIZAVETA	1017
BERENIKA	986
NELLY	981
VITALIIA	976
ELIZAVETA	974
BIANCA	953
AKSANA	952
LILIYA	949
RAMONA	948
KUNEGUNDA	936
INKA	934
IRMA	932
LILLY	927
DARINA	923
KORNELA	918
FILOMENA	916
SEWERYNA	914
KRYSTSINA	904
ULYANA	904
MAIA	902
ŻAKLINA	899
KAYA	892
IDALIA	891
IWONNA	884
SWIETŁANA	879
JÓZEFINA	873
MICHAELA	873
BLANDYNA	871
AMALIA	870
HANA	866
NADZEYA	864
STEFANIIA	859
CRISTINA	857
BENEDYKTA	857
CAROLINA	856
EMILA	851
INGRID	848
MELANIIA	845
LUBOMIRA	843
LIGIA	839
ABIGAIL	838
NASTASSIA	823
MARIAM	820
MELISA	818
SYBILLA	815
MARIE	810
GABRYELA	798
ZOE	796
LEONTYNA	788
ROXANA	782
ALIONA	780
MELISSA	779
CELESTYNA	772
LEILA	771
MONICA	770
GRACJANA	766
INGEBORGA	760
FATIMA	738
SŁAWA	733
TAISA	733
DOBRAWA	730
AURORA	729
CLARA	723
ŻANETTA	718
MARGARETA	714
LEONIA	709
BERNARDETA	708
ELA	707
BENITA	688
DZIYANA	686
DOMICELA	676
LISA	676
MARGARYTA	675
NINO	669
TEKLA	669
KASANDRA	665
SILVIA	662
ORIANA	660
ORYSIA	659
MYLANA	655
JESIKA	655
INESA	653
IANA	647
KARIN	646
BERTA	646
ARYNA	638
JASMINA	637
TINA	636
NATALYA	635
EUNIKA	635
GIULIA	633
DAGNA	633
DOBROCHNA	631
JESSIKA	624
INHA	622
ELISABETH	621
NATHALIE	620
YAUHENIYA	620
ELISA	619
SELENA	618
JASMIN	615
SOFIJA	609
TAMAR	607
ZOYA	599
NATASHA	598
SYLVIA	593
NELLA	591
VALIANTSINA	590
NIKOLINA	589
TATYANA	589
SAMANTHA	586
LIA	580
MELANIE	580
LESYA	579
LIZA	578
MIROSLAVA	575
CATHERINE	575
NELLI	574
CHARLOTTE	571
LILI	568
LAILA	568
LUCIA	567
SUSANNA	564
MARIETA	557
BOZHENA	557
LETYCJA	552
LESŁAWA	548
NELL	547
ORYNA	547
JULITTA	544
VIVIEN	538
CHRISTINA	533
MIRANDA	532
AUGUSTYNA	530
SAMIRA	530
KATHERINE	527
WILHELMINA	517
NOA	516
MIIA	514
ELMIRA	512
TEREZA	511
LUNA	509
ARIANNA	508
ARIADNA	507
MARIJA	506
KATHARINA	506
NIKOLETA	505
SYLWESTRA	504
JULIANA	502
KAREN	501
YAEL	500
ROZWITA	498
STANISLAVA	495
ROZA	494
MIŁOSŁAWA	494
ELZA	487
OXANA	486
LAYLA	486
AGNES	485
VALERIYA	485
YUSTYNA	483
ALEVTYNA	480
ERNESTYNA	479
IZOLDA	476
RADOSŁAWA	473
DOBROMIŁA	473
ANIA	473
EMA	467
ANGELICA	463
EUFEMIA	461
JASMINE	459
RYTA	456
CHRISTINE	455
RYMMA	452
LYUDMILA	452
PETRONELA	452
ALMA	451
HALSZKA	450
NEONILA	449
AIDA	449
CHIARA	447
MARGOT	447
LUDOMIRA	444
JACQUELINE	443
LIDIYA	441
SOLOMIYA	441
GAIA	434
MATILDA	434
INGRIDA	432
ISABELLE	428
MARTHA	427
MARGARET	426
RUTH	426
MARYANA	426
YEVANHELINA	424
ISMENA	419
IEVGENIIA	415
LUBOV	413
ANIDA	412
AMY	412
ISABEL	408
FRANCESCA	407
JELENA	407
FRYDERYKA	406
MICHAL	406
ZLATOSLAVA	404
ANDŻELINA	404
CHLOE	404
AMIRA	403
DEBORA	402
ZENAIDA	401
KSYMENA	401
STEPHANIE	399
REHINA	398
NASTIA	397
MARY	395
YASMIN	394
BETINA	393
BENIGNA	393
CYRYLA	392
DELFINA	391
INESSA	391
JESICA	391
HIACYNTA	390
IRENE	386
NARCYZA	384
LUKRECJA	381
EMILIYA	379
PAOLA	377
LUBOW	377
LUCY	374
IWETTA	374
AMELIE	374
DAIANA	373
MADINA	371
GRACJA	371
JULIE	370
NADINE	369
ANNE	369
LADA	369
RACHEL	366
WALTRAUDA	366
IWETA	363
ZARINA	361
ANNA-MARIIA	360
VASILISA	359
OLESYA	359
NANA	359
LEYLA	358
ELIANA	354
NICOLETTA	354
SCHOLASTYKA	353
ANICETA	353
ŻANNA	352
JULIIA	352
LOLITA	350
BIBIANNA	348
AISHA	345
LUISA	344
LUDMYLA	343
ECATERINA	342
SHARON	341
EMILIE	336
MALIKA	336
THI	334
CARLA	333
HERMINA	333
KESJA	332
LARISSA	330
NADEZHDA	322
VIVIENNE	321
ANDRZELIKA	318
AŁŁA	318
CAMILLA	317
ADI	317
KATIA	317
ILZA	316
LYDIA	316
YULIANNA	316
HELEN	316
VLADISLAVA	315
JOHANNA	314
ADAMINA	314
SZARLOTA	314
NATIA	312
KLAVDIIA	311
KATARINA	310
MEGAN	308
MODESTA	308
MIKA	308
LIUBOU	307
IULIA	307
ROSE	306
RACHELA	306
CAMILA	306
ELENI	306
LUDWINA	304
LORENA	304
NILA	301
ASTRID	300
SUSANNE	300
LANA	298
CORNELIA	297
LIUBOMYRA	295
SWITŁANA	295
NASTAZJA	294
ESTHER	294
MALVINA	293
MARYAM	293
WERA	293
KARINE	292
ALESSANDRA	292
GRACE	290
SONJA	289
PETRA	288
OTOLIA	288
YESENIIA	287
ALESSIA	286
REBECCA	285
ANJA	285
LEONORA	285
AMELIIA	283
INGRYDA	282
OLIVIIA	281
YEVDOKIIA	281
KARMEN	280
ANASTASIJA	279
LUCJANNA	279
WINCENTYNA	278
LIIA	277
URSULA	277
ARLENA	275
NADIJA	275
ROSA	274
LEAH	274
HIERONIMA	273
WIELISŁAWA	272
DORIS	272
SERAFINA	272
CYNTHIA	272
FATMA	271
VLADLENA	271
KAROLA	270
ZOSIA	269
PRAKSEDA	269
STEPANIIA	269
LEONA	269
SUSAN	268
NATALIJA	268
KATRIN	267
LILLI	266
SOFIE	264
DARIYA	263
NADEJDA	263
TEONA	263
ASIA	262
HERONIMA	259
MARINE	259
AURELA	258
MIRONA	257
ANAT	257
SOFYA	256
LAURENCJA	255
LIUBA	255
ZARA	255
ESTER	255
EVGENIIA	254
SOLOMIA	253
YVONNE	251
KIARA	251
YASMINA	250
TAL	250
ERWINA	250
IRMGARD	249
PAULINE	249
JOLENTA	248
FABIOLA	248
LEONIDA	247
BELLA	247
NONNA	245
ZEYNEP	245
THỊ	244
CHANTAL	244
ELIF	243
RONI	242
SYNTIA	241
GABRIELLE	241
MERVE	240
DEBORAH	239
SHIRA	239
RENA	238
DANIELLA	237
ZORYANA	237
SUSANA	237
AMALIIA	237
HILDA	237
RIMMA	236
NADJA	236
NELI	236
REBEKA	234
AGATHA	234
MARHARITA	233
KHATUNA	233
VIYALETA	233
WŁODZIMIERA	232
DOLORES	231
KSAWERA	230
FLORA	230
NOELIA	230
AYA	229
BLANCA	229
KARLA	228
KAMELIA	227
ILIANA	226
VIVIANA	226
ANNA-MARIA	226
ROBERTA	226
RADA	226
SALMA	226
BEATRIZ	225
DANIELLE	225
IRIS	224
TADEUSZA	224
KRYSTIANA	224
STELA	222
VICTORIIA	221
MILLA	221
EVGENIA	221
SUZANNA	220
AUGUSTA	219
VIRGINIA	218
ANI	218
DENISE	217
VIVIAN	215
PATRIZIA	214
EVELYN	214
HERTA	214
JAGIENKA	214
SALOME	212
IVANA	212
NORA	212
GUSTAWA	212
ALOJZA	212
SUZANNE	211
TATJANA	211
IZYDORA	211
PAVLINA	210
MARÍA	210
VANDA	209
EDITH	208
RUT	208
BOGDA	208
KRISTINE	208
SCARLETT	207
YELIZAVIETA	207
JULIETA	206
VANESA	205
ZBIGNIEWA	205
EVGENIYA	204
DIONIZA	203
YEVHENIYA	203
JENNY	202
FELICYTA	202
ROMINA	201
SIMONE	201
HANIA	200
VITTORIA	200
LOLA	199
KORYNA	198
WALBURGA	197
RAFAELA	197
ROZALIIA	196
KATE	194
TEA	194
NADIEŻDA	193
AHATA	193
VIOLA	193
JOSEPHINE	193
WINCENTA	193
ANNETTE	192
CECILIA	192
KATRINA	192
ILANA	191
AVA	191
ZUZANA	191
RAQUEL	190
NONA	190
JULIETTE	190
MARGOTA	190
KAMILIA	190
KASJANA	189
CHANEL	189
KARALINA	189
LUCIE	188
CLAIRE	187
INEZA	187
MIHAELA	186
DAMIANA	186
MARIAMI	186
WALESKA	186
ANZHALIKA	185
DORA	185
IMAN	185
LUBOMIŁA	185
DĄBRÓWKA	184
KETEVAN	184
ADEL	184
KAYLA	184
YUVAL	183
LIDA	183
KATHRIN	182
LOUISE	181
BETTINA	179
YELENA	179
PALOMA	178
MARGARETE	178
DENISA	177
ALYONA	177
DASHA	177
VIORICA	177
LUCJANA	177
KELLY	176
STEFANIYA	176
KRYSPINA	176
ANNIKA	174
ADOLFA	174
LALI	174
FRYDA	174
YASMINE	174
LILIAN	174
ZINA	173
DINARA	173
ELYZAVETA	173
OLESEA	173
BOHDANNA	173
KEREN	172
ADOLFINA	171
XENIA	171
AMBER	171
KYRA	171
EMILI	169
HEIDI	168
KASIA	168
LUDGARDA	168
JULIETTA	168
JULIJA	167
MANANA	167
FAINA	167
LÉA	166
LUSINE	166
KIM	166
SABINE	166
ANATOLA	166
TANIA	166
ANFISA	165
FRIDA	165
JUDITH	165
LIKA	164
MERCEDES	164
LENKA	163
NARINE	163
ANTANINA	163
ALISIIA	163
LELA	163
NINEL	162
CINDY	161
BIRUTA	161
RODICA	161
LETICIA	161
EKATERINE	160
TAMARI	160
HENRIETA	160
KAIA	160
MIYA	160
ASHLEY	159
ALVINA	159
KATJA	159
JOLA	158
RIMA	158
AURIKA	158
YEVGENIYA	158
WISŁAWA	158
ANN	158
BEATRICE	157
ZEFIRYNA	157
KHAVA	156
NANCY	156
IELYZAVETA	155
ARIA	155
IWANNA	155
ROMANIIA	154
WALTRAUD	154
CYNTIA	154
SEDA	154
EDITA	154
AYLIN	153
NIKITA	153
VIKA	152
NICOLL	152
AFRODYTA	152
ZUZA	151
DOMINIQUE	151
LAUREN	151
SVIETLANA	151
ANATOLIA	151
WALTRAUT	151
ELIGIA	151
NAIRA	150
SIUZANNA	150
MARISA	150
GEORGINA	150
STEFANIE	149
FERNANDA	149
EUFROZYNA	149
JUSTINE	149
ESRA	149
ORESTA	149
CARINA	149
KATIE	148
HILA	148
ALIA	148
KORA	147
IRAIDA	147
INGEBORG	147
AMIT	147
MARION	147
LUDOMIŁA	147
MISHEL	147
WIWIANA	147
ŻAKLIN	147
WIEŃCZYSŁAWA	147
IWONKA	146
MILIENA	146
ANNABELLE	146
ELIZABET	146
FARIDA	146
EDELTRAUD	146
FIONA	145
NOGA	145
SOLOMIJA	145
ELLEN	145
GAYANE	145
PARASKOVIIA	145
EDWINA	145
LILIT	144
ANDŻELA	144
LEONIE	144
EDMUNDA	143
ZINOVIIA	143
BRENDA	143
MIJA	143
CAMILLE	143
LILLIAN	142
MARGERITA	142
SWITLANA	142
ANŻELIKA	142
SAFIYA	142
AYLA	141
OFELIA	141
NASTASIIA	141
AYŞE	141
ANAHIT	141
MOLLY	141
KRYSTINA	139
SATURNINA	139
LIAT	139
MALENA	139
ALEXIA	139
LIDZIYA	139
ALBERTYNA	139
MADELEINE	139
GABRIELE	139
HANNELORE	139
MICAELA	139
NELYA	138
MAKA	138
TAISIYA	138
SYLWANA	138
HILDEGARD	137
SUZANA	137
FLORENCIA	136
GAL	136
LORETTA	136
SYLWINA	136
PIA	136
BRIGITTE	136
ALANA	136
MAURA	136
DOINA	135
KIMBERLY	135
KAMA	135
FLORIANNA	135
TIFFANY	135
GISELA	135
ZYGFRYDA	134
FABIANA	134
NICOLETA	134
JUTA	134
IAROSLAVA	133
NATALI	133
NATALKA	133
ELSA	133
MERI	133
MELODY	130
NETA	129
ISABELL	129
KOLETA	129
WALENTINA	129
DOROTHEA	129
BEATE	129
ARETA	128
MATHILDE	128
MÁRIA	128
DOROTHY	128
JANET	128
EMINE	128
LIYA	128
ALEJANDRA	127
TANYA	127
DILARA	127
DAISY	127
WIRA	127
VASYLISA	127
MONA	126
MARYSIA	126
SHIR	126
DANYILA	126
ROSEMARIE	126
KORDULA	125
SHANI	125
IRA	125
ROSANNA	124
ANNAMARIA	124
BERNADYNA	124
FLAVIA	124
BEATRYCZE	124
EMILIANA	124
ERICA	124
PAVLYNA	124
ROTEM	124
ALIYA	124
NOAM	123
ŁARYSA	123
DAMARIS	123
CASSANDRA	123
ILARIIA	123
CELINE	123
MARIANNE	123
IVONA	123
MILADA	123
OŁENA	122
ELLIE	122
ASYA	122
AVRORA	122
ANYA	121
SEVDA	121
LILIJA	121
FEDERICA	121
MINA	121
FLORENCE	121
EDELTRAUT	120
XYMENA	120
REBECA	120
RUBY	120
CATERINA	120
HILARIA	120
RENATE	120
TARA	119
LEIA	119
LUCIANA	119
SYBILA	119
VIKTORIJA	119
KHEDA	119
IVANKA	119
SELIN	118
HELENE	118
MERYEM	118
ILARIA	117
YASEMIN	117
JANE	117
ANNEMARIE	117
IOANNA	117
ZORYNA	116
YADVIHA	116
JUTTA	116
ORYSLAVA	116
SHORENA	115
SASKIA	115
EDEN	115
JUSTINA	115
JANKA	115
LIJA	115
AIGERIM	115
ARMINE	115
KORINA	115
MAAYAN	115
DALILA	114
IWA	114
HADAR	114
HASMIK	114
BÜŞRA	114
ANABELLA	114
MAY	113
BRONISLAVA	113
CHLOÉ	113
JOANA	113
JEANETTE	113
SELMA	113
ITA	113
ZHASMIN	113
ELISE	112
FILIPINA	112
ZITA	112
ISABELA	111
NAAMA	111
ELENE	111
ARIELA	111
SOPIO	111
MARI	110
IVETA	110
FELICIA	110
TALI	110
SWIETLANA	110
MATHILDA	110
RUZANNA	109
AMINAT	109
MONIQUE	109
DIANE	108
BERNARDETTA	108
ADELE	108
TELIMENA	108
ELİF	108
ORIT	108
GIORGIA	108
ROMANNA	108
CATALEYA	108
VALERIE	107
EFRAT	107
GEORGIA	107
MYKHAILYNA	107
MAKKA	106
GIOVANNA	106
ALIESIA	106
MAI	106
KATHRYN	106
ARIEL	106
PRZEMYSŁAWA	106
ELLINA	106
SORAYA	106
ULADZISLAVA	105
AUDREY	105
YING	105
ARKADIA	105
ANELIA	105
MIRRA	105
AMÉLIE	104
BAZHENA	104
GULNARA	104
RAYANA	104
YEKATERINA	104
VIERA	103
VIERONIKA	103
WILMA	103
IULIANA	103
MICHELE	103
TOMIRA	102
ALEVTINA	102
HENRIETTA	102
JOANNE	102
ROSALIA	102
KARIONA	102
ZYGRYDA	102
SOFÍA	102
GINA	102
CELIA	102
ZAHRA	102
YEVGENIIA	101
DAGMAR	101
ELVINA	101
ELLI	101
AYELET	101
FRIEDA	101
RAJMUNDA	101
TAIDA	101
DERYA	101
EKA	101
MIRASLAVA	100
INBAL	100
DAGNY	100
DORINA	100
MAKSYMILIANA	100
IANINA	100
ELIZABETA	100
IVY	100
INDIA	100
BIBIANA	99
SONYA	99
MYRIAM	99
RAYISA	99
SERAFYMA	99
PETIMAT	99
ROKSOLIANA	99
ANIUTA	99
HOLLY	99
VASILINA	99
CATALINA	99
IEVA	98
CHRISTA	98
ALBA	98
TOSIA	98
SAWA	98
BERNADETTE	98
DOMINICA	98
YEKATERYNA	98
LILLIANA	97
SNEZHANA	97
EINAT	97
SASHA	97
YAN	97
ALEX	97
CORINA	97
MARGITA	97
NADYA	97
MICHELA	97
VOLODYMYRA	97
ALINE	97
ZAREMA	97
VENERA	96
KATALIN	96
RUSŁANA	96
TINATIN	96
NAWOJKA	96
TAISIA	96
RENISŁAWA	96
JÚLIA	95
ESMERALDA	95
LI	95
LOUISA	95
CHANA	95
ROSALIE	95
FRANZISKA	95
ANABEL	95
BURCU	95
LIOR	95
ROSITA	95
THEA	95
MAHDALYNA	95
MATILDE	94
MARIELA	94
HADAS	94
LUANA	94
CAROLIN	94
JANETA	94
CHRYSTYNA	94
LIHI	94
ALISON	94
ALISHA	94
MELINA	94
SHEILA	93
WIKTORIJA	93
KERSTIN	93
ZHANA	93
MARTIKA	93
KVITOSLAVA	93
CANSU	92
JANETTA	92
KAROLINE	92
MIŁA	92
DAYANA	92
ANDRIIANA	92
GAYA	92
KORALIA	92
SOFI	92
EBRU	91
ALEXA	91
KWIRYNA	91
INBAR	91
SELINA	91
NADEZDA	91
SERAFIMA	91
PARASKA	91
INDIRA	91
JING	91
CHEN	91
WIOLA	91
SILVANA	90
KLARYSA	90
ALEXIS	90
WITA	90
ATENA	90
LÉNA	90
SUZAN	90
PRIYANKA	90
DAMINIKA	90
ANDRZELINA	90
JENIFER	90
LUDMYŁA	89
SYDONIA	89
VITALIYA	89
GIZEM	89
FREYA	89
RADMILA	89
AMAL	89
ANZHELINA	89
KATHLEEN	89
MERIEM	88
ELISABETTA	88
VASYLYSA	88
MOR	88
ANUSH	88
TESSA	88
EMI	87
MIKAELA	87
ELEANOR	87
ARNIKA	87
JULIET	87
NATO	87
ESTELLE	87
ANASTAZIA	87
THU	87
ADELIIA	87
SALWINA	86
EVE	86
EVIALINA	86
SONA	86
IIA	86
LIENA	86
SIGRID	86
DAFNA	86
FLAWIA	86
DALIDA	86
AHNESA	86
ROSWITA	86
EDA	85
ROMI	85
KHRISTINA	85
ARZU	85
LILIANE	85
BRUNHILDA	85
ALIKA	85
WIKTORIIA	85
YEVHENIA	85
MARLENE	85
DAROMIŁA	84
RUSUDAN	84
EVANGELINA	84
SERENA	84
RINA	84
ANETTE	84
RUFINA	84
AALIYAH	83
ALEKSA	83
PHUONG	83
JAROSLAVA	83
ELNARA	83
THUY	82
ZAIRA	82
ANZELMA	82
LORETA	82
DANIEL	82
SAIDA	82
ANTONELLA	81
ANISA	81
MARGARETTA	81
MASZA	81
THERESA	81
MORAN	81
GALIA	81
SIVAN	81
ANASTASSIYA	81
RONIT	81
BRIGIDA	80
ERIN	80
MELA	80
NIKOLE	80
JEKATIERINA	80
ANNELIESE	80
IVA	80
SYLVIE	80
TANJA	80
LEOPOLDA	80
ROMY	80
ADELAIDA	80
LATIKA	79
EUZEBIA	79
SVIATOSLAVA	79
KHRYSTSINA	79
RADZISŁAWA	79
MARKHA	79
ALBERTA	79
IA	79
TACJANA	79
USTYNA	78
HORTENSJA	78
ORYSYA	78
WALDEMARA	78
SILVIIA	78
CAROL	78
JAQUELINE	78
AFINA	78
WENESA	78
NEHA	78
MARGARETHE	78
ADELHEID	77
TARSYLIA	77
RIVKA	77
LETIZIA	77
PRISCILLA	77
TALIA	77
DUYGU	77
SNIZHANNA	77
RANIA	77
SHELLY	77
ADELIA	77
GERTRUD	76
KATYA	76
KAYAH	76
GILI	76
SIBEL	76
WARWARA	76
HAŁYNA	76
KHATIA	76
INGE	76
SENA	76
ULANA	76
IRINE	76
GALIT	76
GOHAR	75
AISZA	75
GAMZE	75
NI	75
MILANIIA	75
KLOTYLDA	75
DOBROMIRA	75
YUNA	75
ALODIA	75
ANKA	75
LAETITIA	75
NADINA	74
JOY	74
ROXANNE	74
